Subject,Predicate,Object
iphone,RAISED,Ticket_3101
Ticket_3102,HAS_PRIORITY,medium
Ticket_3102,SUBMITTED_VIA,phone
Ticket_3102,HAS_STATUS,closed
Ticket_3102,IS_TYPE,refund request
fitbit versa smartwatch,RAISED,Ticket_3102
Ticket_3103,HAS_PRIORITY,low
Ticket_3103,SUBMITTED_VIA,phone
Ticket_3103,HAS_STATUS,pending customer response
Ticket_3103,IS_TYPE,refund request
nintendo switch pro controller,RAISED,Ticket_3103
Ticket_3104,HAS_PRIORITY,medium
Ticket_3104,SUBMITTED_VIA,phone
Ticket_3104,HAS_STATUS,open
Ticket_3104,IS_TYPE,cancellation request
hp pavilion,RAISED,Ticket_3104
Ticket_3105,HAS_PRIORITY,critical
Ticket_3105,SUBMITTED_VIA,phone
Ticket_3105,HAS_STATUS,open
Ticket_3105,IS_TYPE,cancellation request
amazon echo,RAISED,Ticket_3105
Ticket_3106,HAS_PRIORITY,low
Ticket_3106,SUBMITTED_VIA,email
Ticket_3106,HAS_STATUS,closed
Ticket_3106,IS_TYPE,product inquiry
samsung soundbar,RAISED,Ticket_3106
Ticket_3107,HAS_PRIORITY,high
Ticket_3107,SUBMITTED_VIA,email
Ticket_3107,HAS_STATUS,pending customer response
Ticket_3107,IS_TYPE,technical issue
dell xps,RAISED,Ticket_3107
Ticket_3108,HAS_PRIORITY,critical
Ticket_3108,SUBMITTED_VIA,phone
Ticket_3108,HAS_STATUS,pending customer response
Ticket_3108,IS_TYPE,cancellation request
lg oled,RAISED,Ticket_3108
Ticket_3109,HAS_PRIORITY,critical
Ticket_3109,SUBMITTED_VIA,phone
Ticket_3109,HAS_STATUS,open
Ticket_3109,IS_TYPE,technical issue
microsoft xbox controller,RAISED,Ticket_3109
Ticket_3110,HAS_PRIORITY,high
Ticket_3110,SUBMITTED_VIA,phone
Ticket_3110,HAS_STATUS,open
Ticket_3110,IS_TYPE,refund request
philips hue lights,RAISED,Ticket_3110
Ticket_3111,HAS_PRIORITY,medium
Ticket_3111,SUBMITTED_VIA,phone
Ticket_3111,HAS_STATUS,pending customer response
Ticket_3111,IS_TYPE,refund request
lg oled,RAISED,Ticket_3111
Ticket_3112,HAS_PRIORITY,low
Ticket_3112,SUBMITTED_VIA,phone
Ticket_3112,HAS_STATUS,open
Ticket_3112,IS_TYPE,cancellation request
asus rog,RAISED,Ticket_3112
Ticket_3113,HAS_PRIORITY,medium
Ticket_3113,SUBMITTED_VIA,chat
Ticket_3113,HAS_STATUS,open
Ticket_3113,IS_TYPE,cancellation request
nintendo switch,RAISED,Ticket_3113
Ticket_3114,HAS_PRIORITY,critical
Ticket_3114,SUBMITTED_VIA,phone
Ticket_3114,HAS_STATUS,closed
Ticket_3114,IS_TYPE,refund request
samsung soundbar,RAISED,Ticket_3114
Ticket_3115,HAS_PRIORITY,high
Ticket_3115,SUBMITTED_VIA,chat
Ticket_3115,HAS_STATUS,pending customer response
Ticket_3115,IS_TYPE,refund request
canon dslr camera,RAISED,Ticket_3115
Ticket_3116,HAS_PRIORITY,low
Ticket_3116,SUBMITTED_VIA,chat
Ticket_3116,HAS_STATUS,closed
Ticket_3116,IS_TYPE,product inquiry
nest thermostat,RAISED,Ticket_3116
Ticket_3117,HAS_PRIORITY,medium
Ticket_3117,SUBMITTED_VIA,email
Ticket_3117,HAS_STATUS,closed
Ticket_3117,IS_TYPE,cancellation request
microsoft surface,RAISED,Ticket_3117
Ticket_3118,HAS_PRIORITY,high
Ticket_3118,SUBMITTED_VIA,email
Ticket_3118,HAS_STATUS,open
Ticket_3118,IS_TYPE,cancellation request
garmin forerunner,RAISED,Ticket_3118
Ticket_3119,HAS_PRIORITY,high
Ticket_3119,SUBMITTED_VIA,social media
Ticket_3119,HAS_STATUS,pending customer response
Ticket_3119,IS_TYPE,refund request
dell xps,RAISED,Ticket_3119
Ticket_3120,HAS_PRIORITY,medium
Ticket_3120,SUBMITTED_VIA,chat
Ticket_3120,HAS_STATUS,open
Ticket_3120,IS_TYPE,technical issue
xbox,RAISED,Ticket_3120
Ticket_3121,HAS_PRIORITY,critical
Ticket_3121,SUBMITTED_VIA,phone
Ticket_3121,HAS_STATUS,pending customer response
Ticket_3121,IS_TYPE,billing inquiry
nikon d,RAISED,Ticket_3121
Ticket_3122,HAS_PRIORITY,low
Ticket_3122,SUBMITTED_VIA,chat
Ticket_3122,HAS_STATUS,closed
Ticket_3122,IS_TYPE,technical issue
microsoft surface,RAISED,Ticket_3122
Ticket_3123,HAS_PRIORITY,high
Ticket_3123,SUBMITTED_VIA,email
Ticket_3123,HAS_STATUS,closed
Ticket_3123,IS_TYPE,billing inquiry
lg oled,RAISED,Ticket_3123
Ticket_3124,HAS_PRIORITY,high
Ticket_3124,SUBMITTED_VIA,phone
Ticket_3124,HAS_STATUS,closed
Ticket_3124,IS_TYPE,technical issue
canon eos,RAISED,Ticket_3124
Ticket_3125,HAS_PRIORITY,low
Ticket_3125,SUBMITTED_VIA,email
Ticket_3125,HAS_STATUS,pending customer response
Ticket_3125,IS_TYPE,product inquiry
google pixel,RAISED,Ticket_3125
Ticket_3126,HAS_PRIORITY,high
Ticket_3126,SUBMITTED_VIA,social media
Ticket_3126,HAS_STATUS,pending customer response
Ticket_3126,IS_TYPE,billing inquiry
lg smart tv,RAISED,Ticket_3126
Ticket_3127,HAS_PRIORITY,high
Ticket_3127,SUBMITTED_VIA,email
Ticket_3127,HAS_STATUS,open
Ticket_3127,IS_TYPE,billing inquiry
samsung galaxy,RAISED,Ticket_3127
Ticket_3128,HAS_PRIORITY,critical
Ticket_3128,SUBMITTED_VIA,phone
Ticket_3128,HAS_STATUS,open
Ticket_3128,IS_TYPE,cancellation request
lg smart tv,RAISED,Ticket_3128
Ticket_3129,HAS_PRIORITY,medium
Ticket_3129,SUBMITTED_VIA,phone
Ticket_3129,HAS_STATUS,pending customer response
Ticket_3129,IS_TYPE,product inquiry
nintendo switch pro controller,RAISED,Ticket_3129
Ticket_3130,HAS_PRIORITY,critical
Ticket_3130,SUBMITTED_VIA,social media
Ticket_3130,HAS_STATUS,pending customer response
Ticket_3130,IS_TYPE,refund request
canon eos,RAISED,Ticket_3130
Ticket_3131,HAS_PRIORITY,critical
Ticket_3131,SUBMITTED_VIA,phone
Ticket_3131,HAS_STATUS,closed
Ticket_3131,IS_TYPE,product inquiry
google pixel,RAISED,Ticket_3131
Ticket_3132,HAS_PRIORITY,high
Ticket_3132,SUBMITTED_VIA,email
Ticket_3132,HAS_STATUS,closed
Ticket_3132,IS_TYPE,billing inquiry
fitbit charge,RAISED,Ticket_3132
Ticket_3133,HAS_PRIORITY,medium
Ticket_3133,SUBMITTED_VIA,email
Ticket_3133,HAS_STATUS,closed
Ticket_3133,IS_TYPE,refund request
hp pavilion,RAISED,Ticket_3133
Ticket_3134,HAS_PRIORITY,critical
Ticket_3134,SUBMITTED_VIA,phone
Ticket_3134,HAS_STATUS,pending customer response
Ticket_3134,IS_TYPE,cancellation request
philips hue lights,RAISED,Ticket_3134
Ticket_3135,HAS_PRIORITY,low
Ticket_3135,SUBMITTED_VIA,phone
Ticket_3135,HAS_STATUS,open
Ticket_3135,IS_TYPE,billing inquiry
apple airpods,RAISED,Ticket_3135
Ticket_3136,HAS_PRIORITY,high
Ticket_3136,SUBMITTED_VIA,email
Ticket_3136,HAS_STATUS,pending customer response
Ticket_3136,IS_TYPE,cancellation request
nintendo switch pro controller,RAISED,Ticket_3136
Ticket_3137,HAS_PRIORITY,critical
Ticket_3137,SUBMITTED_VIA,social media
Ticket_3137,HAS_STATUS,closed
Ticket_3137,IS_TYPE,billing inquiry
philips hue lights,RAISED,Ticket_3137
Ticket_3138,HAS_PRIORITY,medium
Ticket_3138,SUBMITTED_VIA,phone
Ticket_3138,HAS_STATUS,closed
Ticket_3138,IS_TYPE,product inquiry
hp pavilion,RAISED,Ticket_3138
Ticket_3139,HAS_PRIORITY,high
Ticket_3139,SUBMITTED_VIA,email
Ticket_3139,HAS_STATUS,open
Ticket_3139,IS_TYPE,cancellation request
philips hue lights,RAISED,Ticket_3139
Ticket_3140,HAS_PRIORITY,critical
Ticket_3140,SUBMITTED_VIA,chat
Ticket_3140,HAS_STATUS,open
Ticket_3140,IS_TYPE,product inquiry
nest thermostat,RAISED,Ticket_3140
Ticket_3141,HAS_PRIORITY,medium
Ticket_3141,SUBMITTED_VIA,phone
Ticket_3141,HAS_STATUS,closed
Ticket_3141,IS_TYPE,product inquiry
gopro action camera,RAISED,Ticket_3141
Ticket_3142,HAS_PRIORITY,high
Ticket_3142,SUBMITTED_VIA,social media
Ticket_3142,HAS_STATUS,pending customer response
Ticket_3142,IS_TYPE,technical issue
dell xps,RAISED,Ticket_3142
Ticket_3143,HAS_PRIORITY,critical
Ticket_3143,SUBMITTED_VIA,email
Ticket_3143,HAS_STATUS,closed
Ticket_3143,IS_TYPE,technical issue
philips hue lights,RAISED,Ticket_3143
Ticket_3144,HAS_PRIORITY,medium
Ticket_3144,SUBMITTED_VIA,phone
Ticket_3144,HAS_STATUS,pending customer response
Ticket_3144,IS_TYPE,technical issue
gopro hero,RAISED,Ticket_3144
Ticket_3145,HAS_PRIORITY,high
Ticket_3145,SUBMITTED_VIA,social media
Ticket_3145,HAS_STATUS,closed
Ticket_3145,IS_TYPE,billing inquiry
microsoft office,RAISED,Ticket_3145
Ticket_3146,HAS_PRIORITY,critical
Ticket_3146,SUBMITTED_VIA,email
Ticket_3146,HAS_STATUS,pending customer response
Ticket_3146,IS_TYPE,billing inquiry
lg washing machine,RAISED,Ticket_3146
Ticket_3147,HAS_PRIORITY,high
Ticket_3147,SUBMITTED_VIA,phone
Ticket_3147,HAS_STATUS,closed
Ticket_3147,IS_TYPE,refund request
sony xperia,RAISED,Ticket_3147
Ticket_3148,HAS_PRIORITY,high
Ticket_3148,SUBMITTED_VIA,social media
Ticket_3148,HAS_STATUS,pending customer response
Ticket_3148,IS_TYPE,billing inquiry
apple airpods,RAISED,Ticket_3148
Ticket_3149,HAS_PRIORITY,critical
Ticket_3149,SUBMITTED_VIA,phone
Ticket_3149,HAS_STATUS,pending customer response
Ticket_3149,IS_TYPE,product inquiry
sony 4k hdr tv,RAISED,Ticket_3149
Ticket_3150,HAS_PRIORITY,medium
Ticket_3150,SUBMITTED_VIA,phone
Ticket_3150,HAS_STATUS,open
Ticket_3150,IS_TYPE,technical issue
sony 4k hdr tv,RAISED,Ticket_3150
Ticket_3151,HAS_PRIORITY,high
Ticket_3151,SUBMITTED_VIA,phone
Ticket_3151,HAS_STATUS,pending customer response
Ticket_3151,IS_TYPE,technical issue
google pixel,RAISED,Ticket_3151
adobe photoshop,HAS_ISSUE,software bug
Ticket_3152,HAS_PRIORITY,high
Ticket_3152,SUBMITTED_VIA,social media
Ticket_3152,HAS_STATUS,closed
Ticket_3152,IS_TYPE,refund request
adobe photoshop,RAISED,Ticket_3152
Ticket_3153,HAS_PRIORITY,medium
Ticket_3153,SUBMITTED_VIA,email
Ticket_3153,HAS_STATUS,open
Ticket_3153,IS_TYPE,product inquiry
samsung galaxy,RAISED,Ticket_3153
Ticket_3154,HAS_PRIORITY,low
Ticket_3154,SUBMITTED_VIA,chat
Ticket_3154,HAS_STATUS,open
Ticket_3154,IS_TYPE,refund request
xbox,RAISED,Ticket_3154
Ticket_3155,HAS_PRIORITY,critical
Ticket_3155,SUBMITTED_VIA,phone
Ticket_3155,HAS_STATUS,closed
Ticket_3155,IS_TYPE,billing inquiry
microsoft xbox controller,RAISED,Ticket_3155
Ticket_3156,HAS_PRIORITY,low
Ticket_3156,SUBMITTED_VIA,email
Ticket_3156,HAS_STATUS,pending customer response
Ticket_3156,IS_TYPE,billing inquiry
roomba robot vacuum,RAISED,Ticket_3156
Ticket_3157,HAS_PRIORITY,high
Ticket_3157,SUBMITTED_VIA,email
Ticket_3157,HAS_STATUS,closed
Ticket_3157,IS_TYPE,product inquiry
amazon echo,RAISED,Ticket_3157
Ticket_3158,HAS_PRIORITY,high
Ticket_3158,SUBMITTED_VIA,chat
Ticket_3158,HAS_STATUS,closed
Ticket_3158,IS_TYPE,refund request
google nest,RAISED,Ticket_3158
Ticket_3159,HAS_PRIORITY,medium
Ticket_3159,SUBMITTED_VIA,phone
Ticket_3159,HAS_STATUS,pending customer response
Ticket_3159,IS_TYPE,technical issue
google pixel,RAISED,Ticket_3159
Ticket_3160,HAS_PRIORITY,low
Ticket_3160,SUBMITTED_VIA,chat
Ticket_3160,HAS_STATUS,open
Ticket_3160,IS_TYPE,billing inquiry
philips hue lights,RAISED,Ticket_3160
Ticket_3161,HAS_PRIORITY,medium
Ticket_3161,SUBMITTED_VIA,social media
Ticket_3161,HAS_STATUS,pending customer response
Ticket_3161,IS_TYPE,billing inquiry
google pixel,RAISED,Ticket_3161
Ticket_3162,HAS_PRIORITY,medium
Ticket_3162,SUBMITTED_VIA,chat
Ticket_3162,HAS_STATUS,pending customer response
Ticket_3162,IS_TYPE,technical issue
amazon echo,RAISED,Ticket_3162
Ticket_3163,HAS_PRIORITY,medium
Ticket_3163,SUBMITTED_VIA,phone
Ticket_3163,HAS_STATUS,open
Ticket_3163,IS_TYPE,technical issue
nintendo switch pro controller,RAISED,Ticket_3163
Ticket_3164,HAS_PRIORITY,medium
Ticket_3164,SUBMITTED_VIA,phone
Ticket_3164,HAS_STATUS,open
Ticket_3164,IS_TYPE,billing inquiry
amazon echo,RAISED,Ticket_3164
Ticket_3165,HAS_PRIORITY,high
Ticket_3165,SUBMITTED_VIA,chat
Ticket_3165,HAS_STATUS,pending customer response
Ticket_3165,IS_TYPE,refund request
adobe photoshop,RAISED,Ticket_3165
Ticket_3166,HAS_PRIORITY,high
Ticket_3166,SUBMITTED_VIA,phone
Ticket_3166,HAS_STATUS,pending customer response
Ticket_3166,IS_TYPE,product inquiry
gopro hero,RAISED,Ticket_3166
Ticket_3167,HAS_PRIORITY,low
Ticket_3167,SUBMITTED_VIA,social media
Ticket_3167,HAS_STATUS,open
Ticket_3167,IS_TYPE,billing inquiry
sony xperia,RAISED,Ticket_3167
Ticket_3168,HAS_PRIORITY,low
Ticket_3168,SUBMITTED_VIA,social media
Ticket_3168,HAS_STATUS,pending customer response
Ticket_3168,IS_TYPE,product inquiry
google nest,RAISED,Ticket_3168
Ticket_3169,HAS_PRIORITY,high
Ticket_3169,SUBMITTED_VIA,phone
Ticket_3169,HAS_STATUS,open
Ticket_3169,IS_TYPE,refund request
google pixel,RAISED,Ticket_3169
Ticket_3170,HAS_PRIORITY,high
Ticket_3170,SUBMITTED_VIA,email
Ticket_3170,HAS_STATUS,pending customer response
Ticket_3170,IS_TYPE,product inquiry
playstation,RAISED,Ticket_3170
Ticket_3171,HAS_PRIORITY,low
Ticket_3171,SUBMITTED_VIA,social media
Ticket_3171,HAS_STATUS,closed
Ticket_3171,IS_TYPE,technical issue
nest thermostat,RAISED,Ticket_3171
Ticket_3172,HAS_PRIORITY,high
Ticket_3172,SUBMITTED_VIA,chat
Ticket_3172,HAS_STATUS,open
Ticket_3172,IS_TYPE,product inquiry
amazon echo,RAISED,Ticket_3172
Ticket_3173,HAS_PRIORITY,medium
Ticket_3173,SUBMITTED_VIA,phone
Ticket_3173,HAS_STATUS,closed
Ticket_3173,IS_TYPE,technical issue
iphone,RAISED,Ticket_3173
Ticket_3174,HAS_PRIORITY,low
Ticket_3174,SUBMITTED_VIA,chat
Ticket_3174,HAS_STATUS,open
Ticket_3174,IS_TYPE,cancellation request
fitbit versa smartwatch,RAISED,Ticket_3174
Ticket_3175,HAS_PRIORITY,critical
Ticket_3175,SUBMITTED_VIA,phone
Ticket_3175,HAS_STATUS,open
Ticket_3175,IS_TYPE,refund request
xbox,RAISED,Ticket_3175
Ticket_3176,HAS_PRIORITY,low
Ticket_3176,SUBMITTED_VIA,email
Ticket_3176,HAS_STATUS,open
Ticket_3176,IS_TYPE,refund request
autodesk autocad,RAISED,Ticket_3176
Ticket_3177,HAS_PRIORITY,low
Ticket_3177,SUBMITTED_VIA,social media
Ticket_3177,HAS_STATUS,open
Ticket_3177,IS_TYPE,product inquiry
roomba robot vacuum,RAISED,Ticket_3177
Ticket_3178,HAS_PRIORITY,critical
Ticket_3178,SUBMITTED_VIA,phone
Ticket_3178,HAS_STATUS,open
Ticket_3178,IS_TYPE,technical issue
dyson vacuum cleaner,RAISED,Ticket_3178
Ticket_3179,HAS_PRIORITY,low
Ticket_3179,SUBMITTED_VIA,social media
Ticket_3179,HAS_STATUS,closed
Ticket_3179,IS_TYPE,technical issue
amazon kindle,RAISED,Ticket_3179
samsung soundbar,HAS_ISSUE,display issue
Ticket_3180,HAS_PRIORITY,critical
Ticket_3180,SUBMITTED_VIA,social media
Ticket_3180,HAS_STATUS,closed
Ticket_3180,IS_TYPE,billing inquiry
samsung soundbar,RAISED,Ticket_3180
Ticket_3181,HAS_PRIORITY,medium
Ticket_3181,SUBMITTED_VIA,email
Ticket_3181,HAS_STATUS,open
Ticket_3181,IS_TYPE,billing inquiry
lg washing machine,RAISED,Ticket_3181
Ticket_3182,HAS_PRIORITY,low
Ticket_3182,SUBMITTED_VIA,social media
Ticket_3182,HAS_STATUS,closed
Ticket_3182,IS_TYPE,technical issue
nikon d,RAISED,Ticket_3182
Ticket_3183,HAS_PRIORITY,high
Ticket_3183,SUBMITTED_VIA,phone
Ticket_3183,HAS_STATUS,closed
Ticket_3183,IS_TYPE,technical issue
iphone,RAISED,Ticket_3183
Ticket_3184,HAS_PRIORITY,critical
Ticket_3184,SUBMITTED_VIA,email
Ticket_3184,HAS_STATUS,pending customer response
Ticket_3184,IS_TYPE,technical issue
roomba robot vacuum,RAISED,Ticket_3184
Ticket_3185,HAS_PRIORITY,low
Ticket_3185,SUBMITTED_VIA,social media
Ticket_3185,HAS_STATUS,pending customer response
Ticket_3185,IS_TYPE,billing inquiry
apple airpods,RAISED,Ticket_3185
Ticket_3186,HAS_PRIORITY,high
Ticket_3186,SUBMITTED_VIA,social media
Ticket_3186,HAS_STATUS,closed
Ticket_3186,IS_TYPE,cancellation request
bose soundlink speaker,RAISED,Ticket_3186
Ticket_3187,HAS_PRIORITY,low
Ticket_3187,SUBMITTED_VIA,social media
Ticket_3187,HAS_STATUS,open
Ticket_3187,IS_TYPE,billing inquiry
gopro action camera,RAISED,Ticket_3187
Ticket_3188,HAS_PRIORITY,critical
Ticket_3188,SUBMITTED_VIA,chat
Ticket_3188,HAS_STATUS,closed
Ticket_3188,IS_TYPE,technical issue
playstation,RAISED,Ticket_3188
Ticket_3189,HAS_PRIORITY,medium
Ticket_3189,SUBMITTED_VIA,phone
Ticket_3189,HAS_STATUS,closed
Ticket_3189,IS_TYPE,billing inquiry
fitbit versa smartwatch,RAISED,Ticket_3189
Ticket_3190,HAS_PRIORITY,medium
Ticket_3190,SUBMITTED_VIA,chat
Ticket_3190,HAS_STATUS,open
Ticket_3190,IS_TYPE,technical issue
garmin forerunner,RAISED,Ticket_3190
Ticket_3191,HAS_PRIORITY,low
Ticket_3191,SUBMITTED_VIA,social media
Ticket_3191,HAS_STATUS,pending customer response
Ticket_3191,IS_TYPE,billing inquiry
garmin forerunner,RAISED,Ticket_3191
Ticket_3192,HAS_PRIORITY,low
Ticket_3192,SUBMITTED_VIA,social media
Ticket_3192,HAS_STATUS,closed
Ticket_3192,IS_TYPE,refund request
sony xperia,RAISED,Ticket_3192
Ticket_3193,HAS_PRIORITY,low
Ticket_3193,SUBMITTED_VIA,email
Ticket_3193,HAS_STATUS,open
Ticket_3193,IS_TYPE,product inquiry
canon eos,RAISED,Ticket_3193
Ticket_3194,HAS_PRIORITY,critical
Ticket_3194,SUBMITTED_VIA,chat
Ticket_3194,HAS_STATUS,pending customer response
Ticket_3194,IS_TYPE,technical issue
bose soundlink speaker,RAISED,Ticket_3194
Ticket_3195,HAS_PRIORITY,critical
Ticket_3195,SUBMITTED_VIA,phone
Ticket_3195,HAS_STATUS,closed
Ticket_3195,IS_TYPE,billing inquiry
samsung soundbar,RAISED,Ticket_3195
Ticket_3196,HAS_PRIORITY,high
Ticket_3196,SUBMITTED_VIA,email
Ticket_3196,HAS_STATUS,open
Ticket_3196,IS_TYPE,technical issue
samsung soundbar,RAISED,Ticket_3196
Ticket_3197,HAS_PRIORITY,critical
Ticket_3197,SUBMITTED_VIA,phone
Ticket_3197,HAS_STATUS,closed
Ticket_3197,IS_TYPE,technical issue
nintendo switch pro controller,RAISED,Ticket_3197
Ticket_3198,HAS_PRIORITY,high
Ticket_3198,SUBMITTED_VIA,email
Ticket_3198,HAS_STATUS,closed
Ticket_3198,IS_TYPE,billing inquiry
samsung galaxy,RAISED,Ticket_3198
Ticket_3199,HAS_PRIORITY,medium
Ticket_3199,SUBMITTED_VIA,phone
Ticket_3199,HAS_STATUS,open
Ticket_3199,IS_TYPE,cancellation request
sony playstation,RAISED,Ticket_3199
Ticket_3200,HAS_PRIORITY,critical
Ticket_3200,SUBMITTED_VIA,phone
Ticket_3200,HAS_STATUS,open
Ticket_3200,IS_TYPE,product inquiry
asus rog,RAISED,Ticket_3200
Ticket_3201,HAS_PRIORITY,high
Ticket_3201,SUBMITTED_VIA,social media
Ticket_3201,HAS_STATUS,pending customer response
Ticket_3201,IS_TYPE,refund request
apple airpods,RAISED,Ticket_3201
Ticket_3202,HAS_PRIORITY,critical
Ticket_3202,SUBMITTED_VIA,email
Ticket_3202,HAS_STATUS,open
Ticket_3202,IS_TYPE,cancellation request
roomba robot vacuum,RAISED,Ticket_3202
Ticket_3203,HAS_PRIORITY,high
Ticket_3203,SUBMITTED_VIA,phone
Ticket_3203,HAS_STATUS,open
Ticket_3203,IS_TYPE,technical issue
autodesk autocad,RAISED,Ticket_3203
Ticket_3204,HAS_PRIORITY,critical
Ticket_3204,SUBMITTED_VIA,email
Ticket_3204,HAS_STATUS,pending customer response
Ticket_3204,IS_TYPE,product inquiry
nintendo switch pro controller,RAISED,Ticket_3204
Ticket_3205,HAS_PRIORITY,medium
Ticket_3205,SUBMITTED_VIA,email
Ticket_3205,HAS_STATUS,pending customer response
Ticket_3205,IS_TYPE,cancellation request
xbox,RAISED,Ticket_3205
Ticket_3206,HAS_PRIORITY,medium
Ticket_3206,SUBMITTED_VIA,phone
Ticket_3206,HAS_STATUS,open
Ticket_3206,IS_TYPE,refund request
autodesk autocad,RAISED,Ticket_3206
Ticket_3207,HAS_PRIORITY,critical
Ticket_3207,SUBMITTED_VIA,social media
Ticket_3207,HAS_STATUS,open
Ticket_3207,IS_TYPE,cancellation request
philips hue lights,RAISED,Ticket_3207
Ticket_3208,HAS_PRIORITY,critical
Ticket_3208,SUBMITTED_VIA,email
Ticket_3208,HAS_STATUS,open
Ticket_3208,IS_TYPE,product inquiry
samsung soundbar,RAISED,Ticket_3208
Ticket_3209,HAS_PRIORITY,medium
Ticket_3209,SUBMITTED_VIA,phone
Ticket_3209,HAS_STATUS,closed
Ticket_3209,IS_TYPE,cancellation request
autodesk autocad,RAISED,Ticket_3209
Ticket_3210,HAS_PRIORITY,critical
Ticket_3210,SUBMITTED_VIA,chat
Ticket_3210,HAS_STATUS,closed
Ticket_3210,IS_TYPE,product inquiry
nintendo switch pro controller,RAISED,Ticket_3210
Ticket_3211,HAS_PRIORITY,critical
Ticket_3211,SUBMITTED_VIA,chat
Ticket_3211,HAS_STATUS,closed
Ticket_3211,IS_TYPE,cancellation request
dyson vacuum cleaner,RAISED,Ticket_3211
Ticket_3212,HAS_PRIORITY,low
Ticket_3212,SUBMITTED_VIA,email
Ticket_3212,HAS_STATUS,pending customer response
Ticket_3212,IS_TYPE,billing inquiry
nikon d,RAISED,Ticket_3212
Ticket_3213,HAS_PRIORITY,high
Ticket_3213,SUBMITTED_VIA,social media
Ticket_3213,HAS_STATUS,closed
Ticket_3213,IS_TYPE,refund request
apple airpods,RAISED,Ticket_3213
Ticket_3214,HAS_PRIORITY,low
Ticket_3214,SUBMITTED_VIA,social media
Ticket_3214,HAS_STATUS,open
Ticket_3214,IS_TYPE,cancellation request
garmin forerunner,RAISED,Ticket_3214
Ticket_3215,HAS_PRIORITY,low
Ticket_3215,SUBMITTED_VIA,chat
Ticket_3215,HAS_STATUS,open
Ticket_3215,IS_TYPE,refund request
philips hue lights,RAISED,Ticket_3215
Ticket_3216,HAS_PRIORITY,low
Ticket_3216,SUBMITTED_VIA,chat
Ticket_3216,HAS_STATUS,closed
Ticket_3216,IS_TYPE,billing inquiry
google pixel,RAISED,Ticket_3216
Ticket_3217,HAS_PRIORITY,low
Ticket_3217,SUBMITTED_VIA,social media
Ticket_3217,HAS_STATUS,open
Ticket_3217,IS_TYPE,cancellation request
nintendo switch pro controller,RAISED,Ticket_3217
Ticket_3218,HAS_PRIORITY,low
Ticket_3218,SUBMITTED_VIA,chat
Ticket_3218,HAS_STATUS,pending customer response
Ticket_3218,IS_TYPE,cancellation request
google pixel,RAISED,Ticket_3218
Ticket_3219,HAS_PRIORITY,high
Ticket_3219,SUBMITTED_VIA,chat
Ticket_3219,HAS_STATUS,open
Ticket_3219,IS_TYPE,cancellation request
nest thermostat,RAISED,Ticket_3219
Ticket_3220,HAS_PRIORITY,medium
Ticket_3220,SUBMITTED_VIA,chat
Ticket_3220,HAS_STATUS,open
Ticket_3220,IS_TYPE,product inquiry
philips hue lights,RAISED,Ticket_3220
Ticket_3221,HAS_PRIORITY,medium
Ticket_3221,SUBMITTED_VIA,social media
Ticket_3221,HAS_STATUS,open
Ticket_3221,IS_TYPE,product inquiry
nintendo switch pro controller,RAISED,Ticket_3221
Ticket_3222,HAS_PRIORITY,critical
Ticket_3222,SUBMITTED_VIA,social media
Ticket_3222,HAS_STATUS,open
Ticket_3222,IS_TYPE,billing inquiry
sony xperia,RAISED,Ticket_3222
Ticket_3223,HAS_PRIORITY,low
Ticket_3223,SUBMITTED_VIA,email
Ticket_3223,HAS_STATUS,closed
Ticket_3223,IS_TYPE,refund request
amazon echo,RAISED,Ticket_3223
Ticket_3224,HAS_PRIORITY,high
Ticket_3224,SUBMITTED_VIA,social media
Ticket_3224,HAS_STATUS,pending customer response
Ticket_3224,IS_TYPE,billing inquiry
fitbit versa smartwatch,RAISED,Ticket_3224
Ticket_3225,HAS_PRIORITY,medium
Ticket_3225,SUBMITTED_VIA,phone
Ticket_3225,HAS_STATUS,pending customer response
Ticket_3225,IS_TYPE,product inquiry
google pixel,RAISED,Ticket_3225
Ticket_3226,HAS_PRIORITY,critical
Ticket_3226,SUBMITTED_VIA,social media
Ticket_3226,HAS_STATUS,closed
Ticket_3226,IS_TYPE,product inquiry
amazon kindle,RAISED,Ticket_3226
Ticket_3227,HAS_PRIORITY,critical
Ticket_3227,SUBMITTED_VIA,phone
Ticket_3227,HAS_STATUS,pending customer response
Ticket_3227,IS_TYPE,product inquiry
dell xps,RAISED,Ticket_3227
Ticket_3228,HAS_PRIORITY,low
Ticket_3228,SUBMITTED_VIA,chat
Ticket_3228,HAS_STATUS,open
Ticket_3228,IS_TYPE,technical issue
xbox,RAISED,Ticket_3228
Ticket_3229,HAS_PRIORITY,low
Ticket_3229,SUBMITTED_VIA,email
Ticket_3229,HAS_STATUS,open
Ticket_3229,IS_TYPE,billing inquiry
sony playstation,RAISED,Ticket_3229
Ticket_3230,HAS_PRIORITY,low
Ticket_3230,SUBMITTED_VIA,social media
Ticket_3230,HAS_STATUS,closed
Ticket_3230,IS_TYPE,product inquiry
microsoft surface,RAISED,Ticket_3230
Ticket_3231,HAS_PRIORITY,critical
Ticket_3231,SUBMITTED_VIA,chat
Ticket_3231,HAS_STATUS,pending customer response
Ticket_3231,IS_TYPE,refund request
nintendo switch,RAISED,Ticket_3231
Ticket_3232,HAS_PRIORITY,medium
Ticket_3232,SUBMITTED_VIA,email
Ticket_3232,HAS_STATUS,pending customer response
